entityLabel	propLabel	valueLabel	entity	prop	value
electron	Monte Carlo Particle Number	11	Q2225	P1360	11
electron	Encyclopædia Britannica Online ID	science/electron	Q2225	P1417	science/electron
electron	Stack Exchange tag	https://physics.stackexchange.com/tags/electrons	Q2225	P1482	https://physics.stackexchange.com/tags/electrons
electron	BBC Things ID	9e497e6d-45f1-4c6b-8d2a-e731ac331362	Q2225	P1617	9e497e6d-45f1-4c6b-8d2a-e731ac331362
electron	different from	Elektron	Q2225	P1889	http://www.wikidata.org/entity/Q129269
electron	NALT ID	36233	Q2225	P2004	36233
electron	mass	0.000548579909065	Q2225	P2067	0.000548579909065
electron	magnetic moment	1.00115965218059	Q2225	P2069	1.00115965218059
electron	antiparticle	positron	Q2225	P2152	http://www.wikidata.org/entity/Q3229
electron	electric charge	-1	Q2225	P2200	-1
electron	YSO ID	4030	Q2225	P2347	4030
electron	has superpartner	selectron	Q2225	P2375	http://www.wikidata.org/entity/Q1087203
electron	Treccani ID	elettrone	Q2225	P3365	elettrone
electron	Quora topic ID	Electrons	Q2225	P3417	Electrons
electron	Zhihu topic ID	19573169	Q2225	P3553	19573169
electron	JSTOR topic ID (archived)	electrons	Q2225	P3827	electrons
electron	UNESCO Thesaurus ID	concept9543	Q2225	P3916	concept9543
electron	Great Norwegian Encyclopedia ID	elektron	Q2225	P4342	elektron
electron	Wolfram Language entity code	Entity["Particle", "Electron"]	Q2225	P4839	Entity["Particle", "Electron"]
electron	on focus list of Wikimedia project	Wikipedia:Vital articles/Level/4	Q2225	P5008	http://www.wikidata.org/entity/Q6173448
electron	World of Physics ID	Electron	Q2225	P5064	Electron
electron	Treccani Vocabulary ID	elettrone	Q2225	P5844	elettrone
electron	Fandom article ID	de.babylon5:Elektron	Q2225	P6262	de.babylon5:Elektron
electron	Fandom article ID	de.memory-alpha:Elektron	Q2225	P6262	de.memory-alpha:Elektron
electron	Fandom article ID	ja.memory-alpha:電子	Q2225	P6262	ja.memory-alpha:電子
electron	Fandom article ID	memory-alpha:Electron	Q2225	P6262	memory-alpha:Electron
electron	Fandom article ID	nl.memory-alpha:Elektron	Q2225	P6262	nl.memory-alpha:Elektron
electron	Fandom article ID	sr.memory-alpha:Електрон	Q2225	P6262	sr.memory-alpha:Електрон
electron	Microsoft Academic ID (discontinued)	147120987	Q2225	P6366	147120987
electron	Krugosvet article (archived)	nauka_i_tehnika/fizika/ELEKTRON.html	Q2225	P6385	nauka_i_tehnika/fizika/ELEKTRON.html
electron	ProofWiki ID	Definition:Electron	Q2225	P6781	Definition:Electron
electron	RationalWiki ID	Electron	Q2225	P7775	Electron
electron	Hrvatska enciklopedija ID	70086	Q2225	P7982	70086
electron	National Library of Israel J9U ID	987007540957605171	Q2225	P8189	987007540957605171
electron	Lex ID	elektron	Q2225	P8313	elektron
electron	UNBIS Thesaurus ID	1001978	Q2225	P8370	1001978
electron	KBpedia ID	Electron	Q2225	P8408	Electron
electron	WordNet 3.1 Synset ID	09294810-n	Q2225	P8814	09294810-n
electron	IEV number	113-05-18	Q2225	P8855	113-05-18
electron	IEV number	881-02-57	Q2225	P8855	881-02-57
electron	Namuwiki ID	전자	Q2225	P8885	전자
electron	OpenAlex ID	C147120987	Q2225	P10283	C147120987
electron	ScienceDirect topic ID	immunology-and-microbiology/electron	Q2225	P10376	immunology-and-microbiology/electron
electron	ScienceDirect topic ID	physics-and-astronomy/electron	Q2225	P10376	physics-and-astronomy/electron
electron	Encyclopedia of China (Third Edition) ID	138102	Q2225	P10565	138102
electron	Great Russian Encyclopedia portal ID	elektron-1c39f0	Q2225	P11514	elektron-1c39f0
electron	WikiKids ID	Elektron	Q2225	P12086	Elektron
electron	Vikidia article ID	es:Electrón	Q2225	P12800	es:Electrón
electron	Vikidia article ID	fr:Électron	Q2225	P12800	fr:Électron
electron	Yale LUX ID	concept/89771fc7-76cc-460d-af1e-435cd04c09cf	Q2225	P13591	concept/89771fc7-76cc-460d-af1e-435cd04c09cf
electron	Arab Encyclopedia concept ID	165	Q2225	P13750	165
electromagnetism	Bibliothèque nationale de France ID	133183393	Q11406	P268	133183393
electromagnetism	IdRef ID	027233030	Q11406	P269	027233030
electromagnetism	NDL Authority ID	00561481	Q11406	P349	00561481
electromagnetism	part of	physics	Q11406	P361	http://www.wikidata.org/entity/Q413
electromagnetism	Commons category	Electromagnetism	Q11406	P373	Electromagnetism
electromagnetism	Freebase ID	/m/02lpk	Q11406	P646	/m/02lpk
electromagnetism	NL CR AUT ID	ph119883	Q11406	P691	ph119883
electromagnetism	topic's main category	Category:Electromagnetism	Q11406	P910	http://www.wikidata.org/entity/Q8411330
electromagnetism	Art & Architecture Thesaurus ID	300221714	Q11406	P1014	300221714
electromagnetism	PSH ID	3401	Q11406	P1051	3401
electromagnetism	OmegaWiki Defined Meaning	340954	Q11406	P1245	340954
electromagnetism	Gran Enciclopèdia Catalana ID (former scheme)	0100666	Q11406	P1296	0100666
electromagnetism	Gran Enciclopèdia Catalana ID (former scheme)	0228728	Q11406	P1296	0228728
electromagnetism	described by source	Encyclopædia Britannica 11th edition	Q11406	P1343	http://www.wikidata.org/entity/Q867541
electromagnetism	described by source	Meyers Konversations-Lexikon, 4th edition (1885–1890)	Q11406	P1343	http://www.wikidata.org/entity/Q19219752
electromagnetism	Encyclopædia Britannica Online ID	science/electromagnetism	Q11406	P1417	science/electromagnetism
electromagnetism	topic has template	Template:Electromagnetism	Q11406	P1424	http://www.wikidata.org/entity/Q6329058
electromagnetism	Stack Exchange tag	https://physics.stackexchange.com/tags/electromagnetism	Q11406	P1482	https://physics.stackexchange.com/tags/electromagnetism
electromagnetism	BBC Things ID	a3d82cea-ca55-430b-8434-0e19462dba5f	Q11406	P1617	a3d82cea-ca55-430b-8434-0e19462dba5f
electromagnetism	different from	electromagnetic interaction	Q11406	P1889	http://www.wikidata.org/entity/Q849919
electromagnetism	history of topic	timeline of electromagnetism and classical optics	Q11406	P2184	http://www.wikidata.org/entity/Q2913714
electromagnetism	YSO ID	9447	Q11406	P2347	9447
electromagnetism	is the study of	electromagnetic interaction	Q11406	P2578	http://www.wikidata.org/entity/Q849919
electromagnetism	is the study of	electromagnetic phenomenon	Q11406	P2578	http://www.wikidata.org/entity/Q70691163
electromagnetism	BabelNet ID	15761996n	Q11406	P2581	15761996n
electromagnetism	Encyclopædia Universalis ID	electromagnetisme	Q11406	P3219	electromagnetisme
electromagnetism	Encyclopædia Universalis ID	interactions-physique-electromagnetisme	Q11406	P3219	interactions-physique-electromagnetisme
electromagnetism	NE.se ID	elektromagnetism	Q11406	P3222	elektromagnetism
electromagnetism	Quora topic ID	Electromagnetism	Q11406	P3417	Electromagnetism
electromagnetism	Zhihu topic ID	19589402	Q11406	P3553	19589402
electromagnetism	JSTOR topic ID (archived)	electromagnetism	Q11406	P3827	electromagnetism
electromagnetism	Open Library subject ID	electromagnetism	Q11406	P3847	electromagnetism
electromagnetism	UNESCO Thesaurus ID	concept9529	Q11406	P3916	concept9529
electromagnetism	Great Norwegian Encyclopedia ID	elektromagnetisme	Q11406	P4342	elektromagnetisme
electromagnetism	ESCO skill ID	3edd4853-a8d2-4791-a5f0-af3a92f18245	Q11406	P4644	3edd4853-a8d2-4791-a5f0-af3a92f18245
electromagnetism	World of Physics ID	Electromagnetism	Q11406	P5064	Electromagnetism
electromagnetism	IPTC NewsCode	mediatopic/20000732	Q11406	P5429	mediatopic/20000732
electromagnetism	schematic	http://commons.wikimedia.org/wiki/Special:FilePath/VFPt%20Solenoid%20correct2.svg	Q11406	P5555	http://commons.wikimedia.org/wiki/Special:FilePath/VFPt%20Solenoid%20correct2.svg
electromagnetism	Microsoft Academic ID (discontinued)	91748784	Q11406	P6366	91748784
electromagnetism	ProofWiki ID	Definition:Electromagnetism	Q11406	P6781	Definition:Electromagnetism
electromagnetism	Latvian National Encyclopedia Online ID	1471	Q11406	P6870	1471
electromagnetism	Australian Educational Vocabulary ID	scot/9712	Q11406	P7033	scot/9712
electromagnetism	RationalWiki ID	Electromagnetism	Q11406	P7775	Electromagnetism
electromagnetism	National Library of Israel J9U ID	987007538464805171	Q11406	P8189	987007538464805171
electromagnetism	Lex ID	elektromagnetisme	Q11406	P8313	elektromagnetisme
electromagnetism	KBpedia ID	PhysicalForce-Electromagnetic	Q11406	P8408	PhysicalForce-Electromagnetic
electromagnetism	WordNet 3.1 Synset ID	06108714-n	Q11406	P8814	06108714-n
electromagnetism	IEV number	121-11-74	Q11406	P8855	121-11-74
electromagnetism	GitHub topic	electromagnetism	Q11406	P9100	electromagnetism
electromagnetism	Cyprus Bibliography ID	13135	Q11406	P9287	13135
electromagnetism	Treccani's Dizionario delle Scienze Fisiche ID	elettromagnetismo	Q11406	P10017	elettromagnetismo
electromagnetism	OpenAlex ID	C2909720056	Q11406	P10283	C2909720056
electromagnetism	OpenAlex ID	C2984039729	Q11406	P10283	C2984039729
electromagnetism	OpenAlex ID	C91748784	Q11406	P10283	C91748784
electromagnetism	ScienceDirect topic ID	biochemistry-genetics-and-molecular-biology/electromagnetism	Q11406	P10376	biochemistry-genetics-and-molecular-biology/electromagnetism
electromagnetism	ScienceDirect topic ID	earth-and-planetary-sciences/electromagnetism	Q11406	P10376	earth-and-planetary-sciences/electromagnetism
electromagnetism	ScienceDirect topic ID	immunology-and-microbiology/electromagnetism	Q11406	P10376	immunology-and-microbiology/electromagnetism
electromagnetism	ScienceDirect topic ID	physics-and-astronomy/electromagnetism	Q11406	P10376	physics-and-astronomy/electromagnetism
electromagnetism	ScienceDirect topic ID	social-sciences/electromagnetism	Q11406	P10376	social-sciences/electromagnetism
electromagnetism	Encyclopedia of China (Third Edition) ID	31138	Q11406	P10565	31138
electromagnetism	WikiKids ID	Elektromagnetisme	Q11406	P12086	Elektromagnetisme
electromagnetism	Gran Enciclopèdia Catalana ID	electromagnetisme-0	Q11406	P12385	electromagnetisme-0
electromagnetism	Yale LUX ID	concept/b69a9979-766f-4d56-a887-b3fd20535928	Q11406	P13591	concept/b69a9979-766f-4d56-a887-b3fd20535928
Higgs boson	image	http://commons.wikimedia.org/wiki/Special:FilePath/CMS%20Higgs-event.jpg	Q402	P18	http://commons.wikimedia.org/wiki/Special:FilePath/CMS%20Higgs-event.jpg
Higgs boson	instance of	type of quantum particle	Q402	P31	http://www.wikidata.org/entity/Q22675015
Higgs boson	audio	http://commons.wikimedia.org/wiki/Special:FilePath/Higgs.mp3	Q402	P51	http://commons.wikimedia.org/wiki/Special:FilePath/Higgs.mp3
Higgs boson	discoverer or inventor	CERN	Q402	P61	http://www.wikidata.org/entity/Q42944
Higgs boson	discoverer or inventor	ATLAS experiment	Q402	P61	http://www.wikidata.org/entity/Q299002
Higgs boson	discoverer or inventor	CMS experiment	Q402	P61	http://www.wikidata.org/entity/Q659478
Higgs boson	named after	God	Q402	P138	http://www.wikidata.org/entity/Q190
Higgs boson	named after	Peter Higgs	Q402	P138	http://www.wikidata.org/entity/Q192112
Higgs boson	named after	particle	Q402	P138	http://www.wikidata.org/entity/Q1621273
Higgs boson	location of discovery	Switzerland	Q402	P189	http://www.wikidata.org/entity/Q39
Higgs boson	GND ID	4209328-4	Q402	P227	4209328-4
Higgs boson	Library of Congress authority ID	sh89005038	Q402	P244	sh89005038
electron	image	http://commons.wikimedia.org/wiki/Special:FilePath/Single%20electron%20probability%20pattern.png	Q2225	P18	http://commons.wikimedia.org/wiki/Special:FilePath/Single%20electron%20probability%20pattern.png
electron	instance of	type of quantum particle	Q2225	P31	http://www.wikidata.org/entity/Q22675015
electron	discoverer or inventor	J. J. Thomson	Q2225	P61	http://www.wikidata.org/entity/Q47285
speed of light in vacuum	video	http://commons.wikimedia.org/wiki/Special:FilePath/Fizeau.ogv	Q2111	P10	http://commons.wikimedia.org/wiki/Special:FilePath/Fizeau.ogv
speed of light in vacuum	instance of	unit of measurement	Q2111	P31	http://www.wikidata.org/entity/Q47574
speed of light in vacuum	instance of	physical constant	Q2111	P31	http://www.wikidata.org/entity/Q173227
speed of light in vacuum	instance of	scalar quantity	Q2111	P31	http://www.wikidata.org/entity/Q181175
speed of light in vacuum	instance of	constant	Q2111	P31	http://www.wikidata.org/entity/Q188248
speed of light in vacuum	instance of	fundamental limit	Q2111	P31	http://www.wikidata.org/entity/Q4493384
speed of light in vacuum	instance of	measured quantity value	Q2111	P31	http://www.wikidata.org/entity/Q15088658
speed of light in vacuum	instance of	unit of speed	Q2111	P31	http://www.wikidata.org/entity/Q15222637
speed of light in vacuum	instance of	UCUM constant	Q2111	P31	http://www.wikidata.org/entity/Q83155724
speed of light in vacuum	discoverer or inventor	Ole Rømer	Q2111	P61	http://www.wikidata.org/entity/Q160187
speed of light in vacuum	measured physical quantity	speed	Q2111	P111	http://www.wikidata.org/entity/Q3711325
speed of light in vacuum	GND ID	4167583-6	Q2111	P227	4167583-6
speed of light in vacuum	Library of Congress authority ID	sh85076878	Q2111	P244	sh85076878
speed of light in vacuum	Commons category	Speed of light	Q2111	P373	Speed of light
speed of light in vacuum	pronunciation audio	http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q9610%20%28ben%29-Tahmid-%E0%A6%86%E0%A6%B2%E0%A7%8B%E0%A6%B0%20%E0%A6%97%E0%A6%A4%E0%A6%BF%E0%A6%AC%E0%A7%87%E0%A6%97.wav	Q2111	P443	http://commons.wikimedia.org/wiki/Special:FilePath/LL-Q9610%20%28ben%29-Tahmid-%E0%A6%86%E0%A6%B2%E0%A7%8B%E0%A6%B0%20%E0%A6%97%E0%A6%A4%E0%A6%BF%E0%A6%AC%E0%A7%87%E0%A6%97.wav
speed of light in vacuum	pronunciation audio	http://commons.wikimedia.org/wiki/Special:FilePath/De-Vakuumlichtgeschwindigkeit.ogg	Q2111	P443	http://commons.wikimedia.org/wiki/Special:FilePath/De-Vakuumlichtgeschwindigkeit.ogg
speed of light in vacuum	said to be the same as	speed of gravity	Q2111	P460	http://www.wikidata.org/entity/Q319686
speed of light in vacuum	Freebase ID	/m/073n8	Q2111	P646	/m/073n8
speed of light in vacuum	topic's main category	Category:Speed of light	Q2111	P910	http://www.wikidata.org/entity/Q125813125
speed of light in vacuum	spoken text audio	http://commons.wikimedia.org/wiki/Special:FilePath/Es-Velocidad%20de%20la%20luz-article-part1.ogg	Q2111	P989	http://commons.wikimedia.org/wiki/Special:FilePath/Es-Velocidad%20de%20la%20luz-article-part1.ogg
speed of light in vacuum	Dewey Decimal Classification	535.24	Q2111	P1036	535.24
speed of light in vacuum	PSH ID	3168	Q2111	P1051	3168
speed of light in vacuum	numeric value	299792458	Q2111	P1181	299792458
speed of light in vacuum	OmegaWiki Defined Meaning	688281	Q2111	P1245	688281
speed of light in vacuum	facet of	electromagnetism	Q2111	P1269	http://www.wikidata.org/entity/Q11406
speed of light in vacuum	facet of	special relativity	Q2111	P1269	http://www.wikidata.org/entity/Q11455
speed of light in vacuum	facet of	vacuum	Q2111	P1269	http://www.wikidata.org/entity/Q11475
speed of light in vacuum	facet of	massless quantum particle	Q2111	P1269	http://www.wikidata.org/entity/Q2024141
speed of light in vacuum	described by source	IEC 80000-6:2008 Quantities and units—Part 6: Electromagnetism	Q2111	P1343	http://www.wikidata.org/entity/Q26711936
speed of light in vacuum	described by source	ISO 80000-7:2008 Quantities and units—Part 7: Light	Q2111	P1343	http://www.wikidata.org/entity/Q26711937
speed of light in vacuum	described by source	IEC 80000-6:2022 Quantities and units — Part 6: Electromagnetism	Q2111	P1343	http://www.wikidata.org/entity/Q117847945
speed of light in vacuum	Encyclopædia Britannica Online ID	science/speed-of-light	Q2111	P1417	science/speed-of-light
speed of light in vacuum	BBC Things ID	573a261c-9d77-4ab2-a0d9-fd8e789b7a48	Q2111	P1617	573a261c-9d77-4ab2-a0d9-fd8e789b7a48
speed of light in vacuum	NIST/CODATA ID	c	Q2111	P1645	c
speed of light in vacuum	different from	speed of light in a medium	Q2111	P1889	http://www.wikidata.org/entity/Q9092845
speed of light in vacuum	YSO ID	20763	Q2111	P2347	20763
speed of light in vacuum	conversion to SI unit	299792458.0147178	Q2111	P2370	299792458.0147178
speed of light in vacuum	conversion to standard unit	670616629.384	Q2111	P2442	670616629.384
speed of light in vacuum	conversion to standard unit	1079252848.8	Q2111	P2442	1079252848.8
speed of light in vacuum	defining formula	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><msub><mi>c</mi><mrow data-mjx-texclass="ORD"><mn>0</mn></mrow></msub><mo stretchy="false">=</mo><mn>2</mn><mn>9</mn><mn>9</mn><mn>7</mn><mn>9</mn><mn>2</mn><mn>4</mn><mn>5</mn><mn>8</mn><mspace width="0.167em"></mspace><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">m</mi></mrow><mo lspace="0" rspace="0">/</mo><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">s</mi></mrow></mstyle></mrow></math>	Q2111	P2534	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><msub><mi>c</mi><mrow data-mjx-texclass="ORD"><mn>0</mn></mrow></msub><mo stretchy="false">=</mo><mn>2</mn><mn>9</mn><mn>9</mn><mn>7</mn><mn>9</mn><mn>2</mn><mn>4</mn><mn>5</mn><mn>8</mn><mspace width="0.167em"></mspace><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">m</mi></mrow><mo lspace="0" rspace="0">/</mo><mrow data-mjx-texclass="ORD"><mi mathvariant="normal">s</mi></mrow></mstyle></mrow></math>
speed of light in vacuum	BabelNet ID	00014374n	Q2111	P2581	00014374n
speed of light in vacuum	Encyclopædia Universalis ID	romer-demontre-que-la-vitesse-de-la-lumiere-n-est-pas-infinie	Q2111	P3219	romer-demontre-que-la-vitesse-de-la-lumiere-n-est-pas-infinie
speed of light in vacuum	Quora topic ID	Speed-of-Light	Q2111	P3417	Speed-of-Light
speed of light in vacuum	Zhihu topic ID	19569486	Q2111	P3553	19569486
speed of light in vacuum	Cultureel Woordenboek ID	natuurkunde-scheikunde-en-sterrenkunde/lichtsnelheid	Q2111	P3569	natuurkunde-scheikunde-en-sterrenkunde/lichtsnelheid
speed of light in vacuum	JSTOR topic ID (archived)	speed-of-light	Q2111	P3827	speed-of-light
speed of light in vacuum	ISQ dimension	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mrow data-mjx-texclass="ORD"><mi>𝖫</mi></mrow><msup><mrow data-mjx-texclass="ORD"><mi>𝖳</mi></mrow><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mo stretchy="false">&#x2212;</mo><mn>1</mn></mrow></mrow></msup></mstyle></mrow></math>	Q2111	P4020	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mrow data-mjx-texclass="ORD"><mi>𝖫</mi></mrow><msup><mrow data-mjx-texclass="ORD"><mi>𝖳</mi></mrow><mrow data-mjx-texclass="ORD"><mrow data-mjx-texclass="ORD"><mo stretchy="false">&#x2212;</mo><mn>1</mn></mrow></mrow></msup></mstyle></mrow></math>
speed of light in vacuum	nLab ID	speed of light	Q2111	P4215	speed of light
speed of light in vacuum	IUPAC Gold Book ID	S05854	Q2111	P4732	S05854
speed of light in vacuum	Wolfram Language entity code	Entity["PhysicalConstant", "SpeedOfLight"]	Q2111	P4839	Entity["PhysicalConstant", "SpeedOfLight"]
speed of light in vacuum	on focus list of Wikimedia project	Wikipedia:List of articles all languages should have	Q2111	P5008	http://www.wikidata.org/entity/Q5460604
speed of light in vacuum	on focus list of Wikimedia project	Wikipedia:Vital articles/Level/4	Q2111	P5008	http://www.wikidata.org/entity/Q6173448
speed of light in vacuum	unit symbol	c	Q2111	P5061	c
speed of light in vacuum	World of Physics ID	SpeedofLight	Q2111	P5064	SpeedofLight
speed of light in vacuum	Larousse ID	animations/Vitesse_de_la_lumière/1101355	Q2111	P6058	animations/Vitesse_de_la_lumière/1101355
speed of light in vacuum	maintained by WikiProject	WikiProject Mathematics	Q2111	P6104	http://www.wikidata.org/entity/Q8487137
speed of light in vacuum	maintained by WikiProject	WikiProject Physics	Q2111	P6104	http://www.wikidata.org/entity/Q8487193
speed of light in vacuum	Microsoft Academic ID (discontinued)	48388179	Q2111	P6366	48388179
speed of light in vacuum	ProofWiki ID	Definition:Speed_of_Light	Q2111	P6781	Definition:Speed_of_Light
speed of light in vacuum	Wolfram Language unit code	"SpeedOfLight"	Q2111	P7007	"SpeedOfLight"
speed of light in vacuum	in defining formula	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><msub><mi>c</mi><mrow data-mjx-texclass="ORD"><mn>0</mn></mrow></msub></mstyle></mrow></math>	Q2111	P7235	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><msub><mi>c</mi><mrow data-mjx-texclass="ORD"><mn>0</mn></mrow></msub></mstyle></mrow></math>
speed of light in vacuum	RationalWiki ID	Speed_of_light	Q2111	P7775	Speed_of_light
speed of light in vacuum	UCUM code	[c]	Q2111	P7825	[c]
speed of light in vacuum	quantity symbol (LaTeX)	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>c</mi></mstyle></mrow></math>	Q2111	P7973	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><mi>c</mi></mstyle></mrow></math>
speed of light in vacuum	quantity symbol (LaTeX)	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><msub><mi>c</mi><mrow data-mjx-texclass="ORD"><mn>0</mn></mrow></msub></mstyle></mrow></math>	Q2111	P7973	<math class="mwe-math-element mwe-math-element-inline" xmlns="http://www.w3.org/1998/Math/MathML"><mrow data-mjx-texclass="ORD"><mstyle displaystyle="true" scriptlevel="0"><msub><mi>c</mi><mrow data-mjx-texclass="ORD"><mn>0</mn></mrow></msub></mstyle></mrow></math>
speed of light in vacuum	Hrvatska enciklopedija ID	9885	Q2111	P7982	9885
speed of light in vacuum	recommended unit of measurement	metre per second	Q2111	P8111	http://www.wikidata.org/entity/Q182429
speed of light in vacuum	National Library of Israel J9U ID	987007529354105171	Q2111	P8189	987007529354105171
speed of light in vacuum	KBpedia ID	SpeedOfLight	Q2111	P8408	SpeedOfLight
speed of light in vacuum	MetaSat ID	speedOfLight	Q2111	P8834	speedOfLight
speed of light in vacuum	IEV number	113-01-34	Q2111	P8855	113-01-34
speed of light in vacuum	IEV number	881-04-13	Q2111	P8855	881-04-13
speed of light in vacuum	Encyclopedia of China (Third Edition) ID	156845	Q2111	P10565	156845
speed of light in vacuum	Pixiv Encyclopedia ID	光速	Q2111	P11408	光速
speed of light in vacuum	Great Russian Encyclopedia portal ID	skorost-sveta-a676e2	Q2111	P11514	skorost-sveta-a676e2
speed of light in vacuum	WikiKids ID	Lichtsnelheid	Q2111	P12086	Lichtsnelheid
speed of light in vacuum	Vikidia article ID	es:Velocidad_de_la_luz	Q2111	P12800	es:Velocidad_de_la_luz
speed of light in vacuum	Vikidia article ID	fr:Vitesse_de_la_lumière	Q2111	P12800	fr:Vitesse_de_la_lumière
speed of light in vacuum	Yale LUX ID	concept/e24fb8c9-fd4e-4129-9096-3306db4083c7	Q2111	P13591	concept/e24fb8c9-fd4e-4129-9096-3306db4083c7
electromagnetism	image	http://commons.wikimedia.org/wiki/Special:FilePath/Ferrofluid%20poles.jpg	Q11406	P18	http://commons.wikimedia.org/wiki/Special:FilePath/Ferrofluid%20poles.jpg
electromagnetism	instance of	branch of physics	Q11406	P31	http://www.wikidata.org/entity/Q4162444
electromagnetism	GND ID	4014306-5	Q11406	P227	4014306-5
electromagnetism	Library of Congress authority ID	sh85042184	Q11406	P244	sh85042184
photon	JSTOR topic ID (archived)	photons	Q3198	P3827	photons
photon	named by	Gilbert N. Lewis	Q3198	P3938	http://www.wikidata.org/entity/Q208858
photon	Great Norwegian Encyclopedia ID	foton	Q3198	P4342	foton
photon	IUPAC Gold Book ID	P04627	Q3198	P4732	P04627
photon	Wolfram Language entity code	Entity["Particle", "Photon"]	Q3198	P4839	Entity["Particle", "Photon"]
photon	on focus list of Wikimedia project	Wikipedia:Vital articles/Level/4	Q3198	P5008	http://www.wikidata.org/entity/Q6173448
photon	World of Physics ID	Photon	Q3198	P5064	Photon
photon	Larousse ID	divers/photon/79371	Q3198	P6058	divers/photon/79371
photon	Fandom article ID	de.memory-alpha:Photon	Q3198	P6262	de.memory-alpha:Photon
photon	Fandom article ID	es.memory-alpha:Fotón	Q3198	P6262	es.memory-alpha:Fotón
photon	Fandom article ID	fr.memory-alpha:Photon	Q3198	P6262	fr.memory-alpha:Photon
photon	Fandom article ID	ja.memory-alpha:光子	Q3198	P6262	ja.memory-alpha:光子
photon	Fandom article ID	memory-alpha:Photon	Q3198	P6262	memory-alpha:Photon
photon	Microsoft Academic ID (discontinued)	159317903	Q3198	P6366	159317903
photon	Brilliant Wiki ID	are-photons-mass-less	Q3198	P6564	are-photons-mass-less
photon	NicoNicoPedia ID	フォトン	Q3198	P6900	フォトン
photon	Wolfram Language unit code	"Photons"	Q3198	P7007	"Photons"
photon	Australian Educational Vocabulary ID	scot/9539	Q3198	P7033	scot/9539
photon	Online PWN Encyclopedia ID	3902271	Q3198	P7305	3902271
photon	charge conjugation quantum number	-1	Q3198	P7527	-1
photon	RationalWiki ID	Photon	Q3198	P7775	Photon
photon	National Library of Israel J9U ID	987007543630305171	Q3198	P8189	987007543630305171
photon	Lex ID	foton	Q3198	P8313	foton
photon	KBpedia ID	Photon	Q3198	P8408	Photon
photon	WordNet 3.1 Synset ID	09414116-n	Q3198	P8814	09414116-n
photon	IEV number	113-05-14	Q3198	P8855	113-05-14
photon	IEV number	845-21-107	Q3198	P8855	845-21-107
photon	IEV number	881-02-04	Q3198	P8855	881-02-04
photon	Namuwiki ID	광자	Q3198	P8885	광자
photon	OpenAlex ID	C159317903	Q3198	P10283	C159317903
photon	ScienceDirect topic ID	biochemistry-genetics-and-molecular-biology/photon	Q3198	P10376	biochemistry-genetics-and-molecular-biology/photon
photon	ScienceDirect topic ID	engineering/photons	Q3198	P10376	engineering/photons
photon	ScienceDirect topic ID	immunology-and-microbiology/photon	Q3198	P10376	immunology-and-microbiology/photon
photon	ScienceDirect topic ID	physics-and-astronomy/photons	Q3198	P10376	physics-and-astronomy/photons
photon	Encyclopedia of China (Third Edition) ID	215506	Q3198	P10565	215506
photon	Pixiv Encyclopedia ID	光子	Q3198	P11408	光子
photon	Great Russian Encyclopedia portal ID	foton-12c525	Q3198	P11514	foton-12c525
photon	Vikidia article ID	fr:Photon	Q3198	P12800	fr:Photon
photon	Vikidia article ID	es:Fotón	Q3198	P12800	es:Fotón
photon	Yale LUX ID	concept/e1372bba-4d83-4203-a5a9-6cf0fbb04e14	Q3198	P13591	concept/e1372bba-4d83-4203-a5a9-6cf0fbb04e14
photon	Arab Encyclopedia concept ID	1012	Q3198	P13750	1012
